region,speedup
celticloreandmagic.com,218.57498104927188
5i5u.cn,38.99069688979969
av3x.com,21.102236598890943
brighten-your-day.com,188.2620521964662
armaya.com,122.56548761747553
astroweb.eu,25.983082955196263
56ast.com,21.44131482715184
barbizonschool.com,52.42739214884481
adressit.com,24.985034181191107
automufflerking.com,130.9074956574121
cicadea.com,29.33422049273137
a8627.cn,138.34971634300675
buy-kindle-book.info,15.795346152390325
arigatougozaimasu.org,100.49642376393044
161sex.com,52.46712361565059
0504506012.com,30.200761194854834
55kkz.com,100.00935877239046
8npc.com,22.7632874105787
avirc.com,22.13337070747043
cavic.com,28.505595157238098
0512yuesao.com,34.4023740006329
blognisa.com,27.233027491526585
chocoladetaart.com,22.600888592823456
basf.com,15.25457550802104
a8124.cn,21.065848668345115
atlasmedia.net,254.8514152487323
bestprideparades.com,14.983610175587744
223388.info,25.3915644512451
cmctv-america.com,39.11446837315416
cadviet.com,39.16992407235888
bortigiadas.com,1.3330300067842489
ahardcoresex.com,175.79189611395023
aphelion.org,26.884838334350757
42092.com,156.76618651958665
4mind4body.com,30.772215241102053
cmperformance.com,15.449567542910296
35702.com,99.239890030845
alshawkany.net,28.665763653800443
85am.com,2.099741235600938
cipfg.com,49.88904377482592
bgcnc.com,20.414189569295075
29smm.com,25.08290446126687
c1160.cn,875.426088604596
angionet.org,365.6036367698929
700x23.org,36.06784493954482
blogofsport.info,29.504079638553208
bikok.com,36.187784531986
chairslivingroom.com,21.21187464106101
altareshfamily.com,26.05816525918605
alcc.org,6.73965154535172
aupr.com,40.03682322081177
80035.net,45.17963338697265
callessen.com,31.80679573732076
ascregistry.org,40.54609929078014
ad-get.com,37.54334745611849
alone-themovie.com,35.68341902668298
atech.biz,44.57853589196873
369jp.com,30.51598286884737
bowdontreeservice.com,150.39777022824055
bjzyyt.net,21.31939700505835
articlebarge.com,109.62295200065864
classbooks.net,135.49881074861992
bizerte.org,41.70792116988864
atronomia.com,35.67776869008013
clubcode.com,69.79859153203068
backhuhn.de,16.902423545604776
closp.com,20.64458245760198
arkitecto.com,21.18161553624109
586hj.com,38.15221885280846
7qw.com,28.29246503161525
cashforlaptops.biz,23.781038000642145
bigrussiansoul.org,67.7701168686552
566sq.com,22.128294238214533
69445.com,26.10568817782275
cant-find-me.com,33.463176881452206
4emo.com,26.037542031265364
ahdnsy.com,48.25009705722494
columbiana.net,51.907192531320064
3gpba.com,21.177998964127276
banml.com,31.87728797570402
71aaa.com,218.739993077433
biorust.org,151.3798964150343
cabinmatch.com,25.608153482173297
bafelo.de,46.2678427678342
222222222.com,13.984296782615584
chessfidelity.com,275.57646548363164
08jh.com,28.04078223221139
canhub.com,229.5830969812897
bobbyjoe.org,256.02897363465155
523y.com,375.3200307275741
angaron.com,27.163037486218304
72kb.com,38.1424191160922
1app.de,33.9528217197205
berukkk.com,39.88344017047837
berryhilldrip.com,37.273523245776296
ash3ar.com,24.20345518111212
8afmuseum.net,74.19274003753611
chockalate.com,55.30623089381031
clouster.com,28.98679058648972
adisutjipto-airport.com,24.77317614730669
alertpay-global.com,208.59629636900843
1belong.eu,35.00797483527219
bjlmd.com,819.8879666797452
artbizu.pl,17.863376094398422
autogallerycars.com,41.598347579704274
alain-flaig.ch,15.59666836478686
afghanhost.org,43.944091720818406
al9ada.com,23.317826825127334
4cadet.org,220.5715708741352
anpool.com,33.93934023005136
333bo.net,115.70542406860834
brelli.com,53.58384680439773
cheapestdomainregistrations.org,22.988984338672317
cashloans180.com,182.1224732065592
cheffromhell.com,14.210278444387184
3kajans.com,22.086022218977718
1fdgo.com,97.12683683739655
chikchirik.de,102.35046994983108
bestaffiliateproducts.com,17.51965465803312
awesomeperson.org,26.401175256094653
calculators.pro,37.384064463116594
42cap.net,73.66939011427704
4ydo.net,65.07596952183663
cie.de,47.51105164716644
alternations.de,37.181765850172695
cc5354.com,28.40764667216526
brandononline.net,30.70157392833997
8626.info,26.91493837171036
4hamsters.com,30.45783064001365
04214.com,33.58559081468852
bskilled.net,57.74751261557405
c1326.cn,56.97646215550999
cbsmmw.com,71.59583612591624
animekeys.com,22.22023221972341
child-prodigy.com,4.660270765081035
aitsensor.com,274.6617917468463
alton.eu,44.24284180146319
bleumagic.com,83.36478421021529
4servers.net,196.7013845307549
28939.com,11.708361611110869
aywana.com,223.76980400457995
balancity.de,161.9821594221529
boltamarson.com,117.88977256540524
bajasae.org,33.94021206757291
aghareed.net,50.34614331809849
c-nic.com,12.13956930542918
aletm.com,34.58317347359736
555js.com,120.27070307303444
aspenco.org,83.79980502691477
benny75.com,12.72580415322633
05952.de,298.5614198176801
angryip.org,39.26176261749801
1zjj.com,69.9123643248286
bypasswebfilter.info,218.8054625279576
bookseed.com,31.382241001499317
abitep.com,10.894540405287657
chinaeiga.com,41.78460412601059
2pg.com,160.21814514398525
71b1.com,37.27970581075912
agenciadenoticiasdelperu.com,19.74915094952304
aerialathletics.com,37.43888526468202
aircompressor.eu,24.06109338783241
101txt.com,24.81088393375944
actors.nu,36.44714156726703
2cfx.com,29.1952738203496
beat-scuba.com,248.0335472835958
cavitechorale.com,24.079107760267657
775dh.com,55.61515936824063
78tf.com,199.2560434278606
bjjrqc.cn,22.060056416055705
artepalineco.com,61.86713211284455
archers.fr,221.65632630959632
bjjcf.com,101.486599535244
125th.com,52.06678593627749
65909.com,40.87781890498031
aroundthelakes.net,91.2892441860465
aikida.com,42.83610772457546
aquaforum.net,73.08154870339744
70mmonle.com,19.620019096418005
c-56.com,19.242292898559043
batteringram.com,85.60324109478279
catherine-elise.net,22.99996019372388
churchofbodmod.com,70.89948350888609
ceche.com,33.69574698053213
centralst.com,70.90501274498577
bankschool.com,72.94921349567545
39f-mint.com,22.65520760252567
bgir.com,16.201280952231343
asiandrops.jp,217.85562099167944
3hatsadmin.com,25.943425804553115
ash.it,7.014665251895872
americasroofwarranty.com,16.176205979431295
alqrnihost.org,19.256951724245035
atjt.com,29.478046757555337
apolipoprotein.com,45.542605900995405
881.jp,13.252147821097262
b7960.cn,20.98947568788727
1vai.it,26.880730951215533
allspice.net,70.2749817444908
b1074.cn,15.95525593201527
angelinna.com,37.600511464357325
ariyasu.com,65.61036757775683
arthurplace.com,39.02887782924679
caqueta.com,16.170060478008878
blackcod.com,14.182492235236795
36rtys.com,35.08326135951307
assurantie.com,259.37644000851907
7460.com,374.91502959257423
cashflow365now.com,14.460757389275678
bluto.net,196.58633224671868
apaza.com,23.93792278598001
bassbait.com,38.97332189097422
bewohner.at,78.42766039581028
bicsdns.com,57.53057200855324
bernadettemsdeanniesteven.com,33.83522508199925
badunkadunk.com,17.385876223457657
arrasate.org,48.43464908797289
charlesetta.net,316.012395692176
casinoroyale.net,73.86939453808318
aveyron-sorgues.com,3.5387254972679303
clcf.info,96.38956541288186
bttk.com,183.94800971997225
bpfr.com,39.58087364848868
amdbuilder.net,20.393909507993836
cnsina.com,40.2672687174228
60ies.de,16.492574670448857
canadmin.ca,68.40373194284723
bnlx.net,23.128388835075768
bbv-sailing.de,15.350769503061118
53.com,16.327531118950944
ciudadcaborojo.com,94.92370806590353
canalli.com,18.705220162930036
albamoda.de,34.65441228360143
calivan.net,19.60196151343311
anpicavriago.org,258.2396528856291
2au.de,18.52678044227729
avp3d.de,128.89999087646737
apexcollege.org,15.026113976812134
a-zwebsites.com,101.65790781396912
cdreader.com,41.89185830448178
alisil.com,55.81770542202348
9959.net,39.19902534835458
bmeij.com,20.27651807651808
bksoft.com,42.9139031726904
1088.ca,14.345343463946485
carrotpatch.com,64.21127389509098
bahala.net,45.63232320898367
bollardsnsleeves.com,17.42606081295062
borinage.net,25.43409864948834
029tsd.com,153.9388795991633
bient.com,15.09829536479002
cinemaspot.de,51.02843329733975
4stroke.net,15.80707492083455
achievementart.com,19.149229707978847
bh2net.com,38.35799021319075
chojnice.pl,15.63993063308785
carsafetyseats101.info,39.345165873137766
capside.net,31.49116990456381
blamesystem.com,22.29157753544057
bingdang.com,26.84649854713921
browni.de,12.8360628320181
01778.com,152.0513578670609
airrock.com,345.2452591144956
7elm-el3omr.net,57.22363513425088
bijouteriegeschaefte.ch,21.62767910089515
abbresciafineart.com,39.86064895987259
avanti-avanti.com,31.59331589539861
all-computers.com,47.2700440392966
blkfri.com,23.342740764405207
anoda.net,41.15684331349219
123games.fr,61.90878093632672
arrowbikes.ch,29.912910995047763
bjycdl.com,14.258163730391436
alfdesigns.com,134.58955747102735
8282find.com,15.024341569319878
a8061.cn,21.927550313455782
34124.com,17.06702062554789
4latina.com,39.09473100806061
7box.jp,11.219520408394269
21win.com,31.65579249583589
calorieocunt.com,7.098593710486951
anybodycandoit.com,23.232846166445796
alaskanativetech.com,27.226710750162912
atlantasfinest.com,11.252621858290496
bfpnh.com,35.696413902630475
anudos.com,13.271861478587132
amerigirl.com,15.07548344804982
42919.com,112.95672312827628
cactusfile.com,12.380491356713325
chi-townbulldogs.com,20.08960907637032
arctis.ch,18.81031776183274
aionblah.com,27.66145642404247
casinon.de,22.949964295060298
abnehmen-erfahrungen.info,21.45518558928047
catcat.de,27.31495561644207
atr-rothfuss.de,34.40170287894752
b5680.cn,94.0308229820976
centralamerica-photo.com,75.67201092985509
blogideas.com,35.76367725002549
collabrating.com,154.19168649891702
brickbuilding.info,53.649193548387096
abouttexas.com,15.94380701697775
3w3d.net,16.62121861158469
aprikosenkerne.net,29.213314640373724
cd420.com,28.71735795495276
assistedlivingconsult.com,18.561828815631504
bestmba.com,88.14252918183766
buildlist.net,35.91668127868238
50bestgifts.com,47.25982811756158
airbrushart.net,21.018694857739497
appztr.com,31.76973663802463
benjaminleon.com,109.3251302014328
5starhotel.com,22.48525637778791
anovelweblog.com,29.13698785945652
arianne.com,21.293384696098247
cantanyonehereplaythisgame.com,35.718512245730395
amilamia.com,322.373951379453
alandalus.net,51.88482883968664
auabid.com,94.13496649747364
3288w.com,24.37825099287602
c3573.cn,18.437331037002245
al-uzaizat.com,303.37556277175406
advancedcolonmax.com,14.319904938826374
cacities.com,22.35683903920649
ceteam.com,43.18091993818194
arquivohistorico.org,17.244119267237842
5f9.net,10.863273883827786
c5343.cn,60.60159425866136
23cb.com,30.872547952223893
cinziapirozzi.com,28.4207655588019
adgizmo.com,0.3256147775863384
bigphreaknastybutklassy.com,240.160673885826
assasinos.com,19.936207197192616
attakapas.com,27.602407819907143
88a.us,27.17402914473182
carbonsequestration.ca,114.95826723841712
canada-stockwatch.com,20.27348918688198
angioedema.com,33.85485728797265
16my.com,93.54724679481544
boomy.it,14.842111348046144
chakus.de,24.992307093171647
caboo.com,218.0336326026685
buybooks.eu,25.906914087495373
artbcn.eu,154.62373263059288
chroniccaresolutions.com,26.779961515724075
almizan.org,34.987935541813734
cancergenomics.com,118.30316777854132
chandlerwheels.com,12.579727828109124
a2608.cn,33.518118154462286
afoolandaknave.com,19.83538714254594
bijouxluna.com,25.48946844308523
bartelsen24.de,26.02094633023069
1sizedoesntfitall.com,23.099681763495948
ashendael.com,25.74220368888616
catoctinkennelclub.org,18.25633435224584
biopi.com,35.95602671286184
addyourpoint.com,28.451485950203136
century21dfw.com,77.4099271751629
carolpotterpoetry.com,33.61588648106733
blogtopics.net,41.184896747440256
casket.eu,142.50999523004202
citywork.de,99.46248326639892
bullified.com,11.102567376861847
811it.com,27.490753203017167
budon.com,18.639977506945566
cheeranddance.com,21.57603619124636
carapp.de,130.82242716648835
antiguabarbuda.com,28.04473524750629
amundsen.eu,22.343396164491462
achse.at,33.070654609383084
aristeg.com,30.93767679185343
charlesnullens.com,36.74567354663278
bdtoys.com,41.753433532759374
boombastick.net,62.82107364353497
chopsticklarceny.com,32.9984803884089
career1.net,281.6833618913767
amivil.com,164.46024597021582
bretagne20.fr,43.651614782921854
aljesr.com,146.43546285707782
315weixiu.com,119.56476118127436
9vk.net,24.1918242212691
clintrial.com,20.21349674967869
aimut.com,24.5185001073982
10tacle.com,154.80474368334046
baumaschine-verkauf.de,33.57516602068779
7designs.co,137.3489647694359
celtic-music.com,41.38497832274407
36ucc.com,30.98684847446772
careme350.com,99.84222858979166
brandhorn.com,58.28881599968048
bokeplucah.com,67.72433981338047
antitoxic.com,49.48818265663172
bigbayhost.com,123.95699405208929
bagse.com,263.6871826154891
axiomat.com,26.916451641605125
amigasvip.net,22.856856218503083
bvor.com,30.009321219113545
asdev.net,27.259727134916623
ceti.eu,37.92712236820324
cashocash.de,41.718365718144696
atascosacountytexas.us,153.2703910993521
b8909.cn,137.5019098316923
cloues.com,112.49252088529914
changeu.com,31.185816398304286
adrianarchitecture.com,77.11699673218713
besparenoptelecom.nl,24.88950621137399
bahio.com,6.552511627997154
avshd.com,59.92936379319358
cascades.net,234.8507739900741
aaahosting95.de,33.31129545625423
3790.de,35.90267193326076
burnsvilleblaze.com,44.07043686576405
blastalliance.com,46.938909058058975
caycoreps.com,5.0455463740549344
babees.com,23.70341475892058
cebu.cn,47.93895863746958
carpathianforest.com,85.07410256666434
aigue.de,150.7846897223575
at-gc.com,228.7167341851044
coffeerepublicans.net,27.59942063983816
barrelracingsaddles.biz,34.8086389280677
bywild.com,26.70514239075102
caughtandloose.com,25.791159076481005
b6482.cn,27.13541785105173
abcinvestigations.net,124.5241445801003
auditionsshoes.com,42.14714089943734
0419w.com,194.37716108884493
06g35.com,44.441309473196
3-well.net,30.73478075513899
amateurbangers.com,30.66991060551586
5ysj.com,19.14725131531249
adwebmark.com,18.94967391608587
chapelcreek.net,37.69731877962413
beobachter.ch,12.971519841484051
bvna.com,184.7110720516285
amc20-dunkerque.com,131.16714840235898
chewingnews.com,21.273160130878544
atdhw.com,52.29200350008452
1download.com,19.006251662148276
cartwheelers.com,12.383949795954791
10-cash.com,207.25191937298567
blackberryprogramupdate.com,26.27800679642283
academiadepoker.com,28.39855168210317
bmg-online.com,29.35196756994717
5724.de,39.74903656473491
armsongs.com,22.50910175306238
artinjan.com,34.33331887690933
americancomposers.com,19.880399711261667
chuk.org,21.294319905915305
ac2i-cotefleurie.com,36.40333659945336
brumm.org,42.34244093131576
besitztitel.de,20.272008165348304
0mbt.com,37.65999732884031
churlishly.com,10.861145806684624
0va.net,49.02746583606925
34mpg.com,17.963883563717083
bryansk.ru,15.545658825679991
bthi.cn,6.893354461014842
bargainpoint.com,18.98298692247776
cevapcici.com,37.5627563156168
business-leserservice.de,15.620905338874229
aocmovies.com,22.98742598629499
bigvoice.nl,23.180972792845395
bizula.com,41.7369874137231
08774.de,142.49977351225866
bridgeways.com,73.48450271674935
clambaked.com,75.14650695203977
atefm.com,51.08059359182936
bnlmerch.com,23.758598220188635
bananagang.com,162.40927750896162
atxoffice.be,151.35752349870236
allcanadianmeds.net,27.55971680302077
c83.com,27.079404430942077
blogulucostel.com,13.536402364519006
appletvsource.com,33.71254950422793
banff2004.com,122.6445980797712
biddestone.org,23.85389726954933
cancerwatch.info,55.02217036952844
50centpimp.com,19.72768481402069
10x10-tur.info,25.327513125880397
antispayware.com,26.969716025510017
allaccessmusicmagazine.com,17.085551360338105
bearingbeads.com,37.06966702408207
animef.com,86.14432400545662
annetts-tortenshop.de,16.054477081004165
92026.com,16.849145020637433
christcrusher.com,31.08985306144597
centralcityseoul.com,26.044210165423845
bingandbong.net,19.17581722459917
archibial.pl,62.63980751689782
allnavysurplus.info,20.97871451107645
a350.ca,30.515417646528345
61md10.org,46.40134391307456
bigskyinternational.com,21.33705380342522
cockshut.com,20.76636743303612
christophermordetzky.com,116.80354904441948
a1chat.com,94.12122158342976
agilbis.de,20.47167944320601
bojori.com,63.34617065329351
60frames.com,18.03484401255587
360qs.com,45.39454107103216
badisco.it,65.40959340371695
abracadabrasolutions.com,193.00564231269755
accesscomms.com,29.38216924246035
allanhecox.com,694.8194344069128
aptyp.net,23.24329537398369
b-rfence.com,27.80637999819774
cnjlcom.com,23.358305208192945
bratzcom.com,25.9981914857588
byfz.com,38.55088209088209
brandhof.eu,34.27304423498565
alleswatjewetenwilt.nl,54.67356804909178
abbaziafiastramonaci.it,17.68983759628593
cfltap.com,32.35343066951141
101ramadan.com,20.365165278906247
cliccalo.net,211.03726099755156
apprehensive.com,15.519577710778718
cienciapolitica.com,56.821537090710684
bivinc.com,36.29709621077404
coloradocaves.com,19.809506402101704
bamcomp.com,22.14279592331054
benesse-artsite.jp,26.921046808992347
bleider.com,31.494838084633496
adanigas.com,244.0660930130701
1m9.de,31.25749352155095
anythingyoucandoicandovegan.com,18.18444407860275
anglefoodministries.com,9.337148101724516
campuslie.org,285.8168537063865
abc-hp.com,307.453980386949
asunalhall.com,32.449103544741284
americomp.com,186.35230097880705
africanwomen.com,90.80843551790105
angguntraders.com,93.1011783357968
c6497.cn,17.688688797583286
bobbyhenry.com,0.8716547172109489
athletics.ca,22.836149936256124
71587.com,14.0881622975159
balkarsingh.com,69.99016361924528
chiffon.org,59.77299586946092
bootworld.de,105.9770664496182
billbryson.com,2.2097485973718527
bjlfty.com,12.191093649682648
49596.de,26.183974733481037
acig.ru,18.733092940470826
alaskamobility.org,42.23342111979952
affactive.com,32.45130970321524
adateforsex.com,28.2418998113184
2kcut.com,26.32206539594556
airodump.com,34.299764173436564
articlesyoucantmiss.com,28.46325065822297
amphilophus.com,31.88118552303589
7i.ca,35.584787112463275
bomox.de,24.23303499266621
alliancebikeco.com,0.5441382438116087
adult-toys.com,19.27138513805938
autoranchtx.com,205.4553008709248
bhel.org,117.68875236632496
blacklilac.com,22.61968729721185
79ch.net,27.55884127942064
06735.de,107.46143091346528
casus-belli.net,20.898255500638985
bodydancer.com,21.631210378141898
archdiosa.org,17.578088389131434
airenti.com,9.511944575784485
chefinprogress.com,31.989727451473627
adose.com,24.087715789473684
2comtech.com,96.3486440690292
circuitodejerez.com,22.900939876988023
abihayat.com,141.14282246940917
bombmason.mp,16.925103259164388
b2278.cn,25.305168062478813
adet.it,33.6185995288675
clearwaterbeach.de,203.28092082199555
colfe.com,20.578330331613213
ahr1.com,22.427811470421588
basilisco.com,13.19114751784441
adrenalinerushfitness.com,354.91595719200456
51jwz.net,24.776678109707117
annmariestyle.com,19.484649730113155
biblebuddiesshow.org,128.66355502066872
chateaudestuileries.org,258.1596302159184
b2bmic.com,41.64655251245942
btwlol.com,5.658260985344144
35584.de,31.819216364854505
cfgzt.com,33.26781564530999
abc-networks.de,50.53365831803372
bs4host.com,1.5701153883152736
buvin.com,10.816603028196951
coldfree.com,134.07057898208757
alinm.com,122.9398612028753
alfrankenshow.com,61.41480934424771
breakfreebooks.com,31.529009821176093
chnlove.com,79.382225774154
acornvideos.com,296.3987203050824
blogdeq.com,5.432665001300017
ccsap.com,128.89230452564414
chopstickz.com,24.512528452640872
amonos.com,331.2378903265557
afwr.com,44.31444832850285
bulletsnbabesdvds.com,114.90665701881332
cmdays.com,58.68648600520233
51jbp.com,132.01744498393356
bittenbyparanormalromance.com,114.56635594026444
celestium.com,55.94596756905739
chuzao.com,312.7566714402304
bujx.com,296.5662446324248
bigbangblog.org,25.00514849111451
angelrecordscanada.com,18.308880581223107
bloggingtofame.com,207.15273460185156
borarir.com,62.11912207499799
2008sky.net,88.58888085328047
arenza.com,39.21825353978161
arteven.org,24.07989608282168
casonbuildersupply.com,14.581495539474489
animation.pro,103.48658003989864
3gops.com,13.672635917123015
ameliaweb.com,28.631235168570974
baanpa.com,35.544126402564686
bau-haus-grund.de,251.0133196410017
